Dato for oprettelse;Dato for afslutning;Indbetalt;Rest;Total;Antal Passagerer;Betalt til klient;Klient rest;betingelser;Jnr.;Flynr.;Fly Selskab
23/07/2016 11.57;09/11/2016 09.52;19.367,58;1.640,00;21.007,58;3;7.121,37;0;;63561;282;Jet Time A/S
23/07/2016 21.04;02/09/2016 09.50;0;5.950,00;5.950,00;2;0;4.650,00;;62663;283;Thomas Cook Airlines Scandinavia
24/07/2016 09.33;12/09/2018 08.48;17.210,00;50;17.260,00;4;9.300,00;0;1;62664;284;Vueling Airlines
25/07/2016 07.15;13/03/2017 11.07;0;10.522,67;10.522,67;2;0;6.970,00;1;62711;285;Delta Air Lines Inc.
25/07/2016 13.02;06/01/2017 11.40;24.718,38;0;24.718,38;7;16.731,82;0;1;62712;286;Norwegian Air Shuttle
26/07/2016 11.29;01/03/2017 11.26;0;1.860,00;1.860,00;1;0;1.450,00;1;65430;287;Lufthansa
26/07/2016 11.51;28/07/2016 08.41;0;0;0;4;0;;;;288;
26/07/2016 14.52;03/08/2016 13.57;0;0;0;4;0;;;;289;
26/07/2016 15.12;03/08/2016 13.57;0;11.900,00;11.900,00;4;0;9.300,00;;;290;Pegasus Airlines
26/07/2016 20.25;28/07/2016 08.19;0;8.930,00;8.930,00;2;0;6.970,00;;;291;Thai Airways International
27/07/2016 09.59;04/01/2018 13.50;22.809,25;0;22.809,25;5;11.625,00;0;1;62713;292;Onur Air
27/07/2016 11.32;04/12/2017 15.58;10.046,12;818,44;10.864,56;3;6.975,00;0;1;72605;293;Onur Air
27/07/2016 11.43;01/03/2018 11.34;0;10.517,67;10.517,67;3;0;6.975,00;1;62714;294;Onur Air
27/07/2016 16.07;10/10/2016 09.43;0;2.666,16;2.666,16;1;0;1.450,00;;62715;295;SAS
27/07/2016 18.38;04/08/2016 09.26;0;7.440,00;7.440,00;4;0;5.800,00;;;296;
28/07/2016 10.43;30/01/2018 10.20;4.469,00;7.118,49;11.587,49;1;0;3.485,00;1;62716;297;KLM Royal Dutch Airlines
28/07/2016 10.45;03/11/2016 10.30;3.720,35;820;4.540,35;2;2.976,28;0;;62717;298;Norwegian Air Shuttle
28/07/2016 11.09;;0;1.860,00;1.860,00;1;0;1.450,00;1;62719;299;Austrian Airlines
30/07/2016 10.48;04/10/2016 14.35;2.982,00;650;3.632,00;1;2.384,00;0;;62803;300;Thomas Cook Airlines Scandinavia
30/07/2016 10.52;04/10/2016 14.36;2.982,00;650;3.632,00;1;2.384,00;0;;62804;301;Thomas Cook Airlines Scandinavia
30/07/2016 13.08;;0;14.791,11;14.791,11;4;0;9.300,00;1;62805;302;BH Airlines
31/07/2016 04.27;01/08/2016 08.25;0;0;0;2;0;;;;303;
31/07/2016 10.40;27/09/2016 11.03;7.771,00;0;7.771,00;2;4.768,00;0;1;62959;304;Thomas Cook Airlines Scandinavia
31/07/2016 16.08;20/10/2016 11.31;0;13.892,01;13.892,01;4;0;9.300,00;;62806;305;SunExpress
01/08/2016 08.17;09/05/2017 08.03;8.503,92;3,81;8.507,73;2;4.650,00;0;1;63261;306;Primera Air Scandinavia A/S
01/08/2016 12.01;03/08/2016 08.38;0;0;0;4;0;;;;307;
01/08/2016 17.40;20/06/2017 15.32;0;9.025,00;9.025,00;3;0;6.975,00;1;62691;308;BRUSSELS AIRLINES
02/08/2016 09.27;16/09/2016 14.21;17.748,00;2.102,00;19.850,00;5;11.920,00;0;1;62570;309;Norwegian Air Shuttle
02/08/2016 10.31;03/08/2016 08.48;0;1.860,00;1.860,00;1;0;1.450,00;;;310;
02/08/2016 14.42;12/09/2018 08.49;10.248,00;50;10.298,00;2;4.650,00;0;1;62807;311;Vueling Airlines
02/08/2016 21.45;17/10/2017 11.33;9.571,21;0;9.571,21;2;4.650,00;0;1;62808;312;Turkish Airlines
02/08/2016 22.43;15/11/2016 09.12;0;10.551,19;10.551,19;3;0;6.975,00;;63126;313;Ryan Air Service
04/08/2016 08.20;04/04/2017 14.55;3.695,48;820;4.515,48;2;2.951,41;0;;66025;314;EasyJet
04/08/2016 10.52;11/10/2016 10.25;9.363,80;8.623,80;17.987,60;4;5.782,28;4.576,20;;63127;315;KLM Royal Dutch Airlines
04/08/2016 12.26;23/09/2016 10.30;14.907,74;0;14.907,74;5;11.920,00;0;;;316;Norwegian Air Shuttle
05/08/2016 12.58;30/09/2016 08.53;0;8.930,00;8.930,00;2;0;6.970,00;;;317;AIR CANADA
05/08/2016 14.12;27/01/2017 08.39;0;2.784,65;2.784,65;1;0;1.450,00;1;63128;318;EasyJet
05/08/2016 16.09;03/02/2017 11.52;0;10.529,50;10.529,50;3;0;6.975,00;;63129;319;Onur Air
05/08/2016 17.51;05/04/2017 13.09;7.410,95;3.210,65;10.621,60;4;5.908,68;0;1;62953;320;EasyJet
06/08/2016 09.13;13/01/2017 13.27;9.268,69;31,31;9.300,00;5;7.408,51;0;;;321;EasyJet
06/08/2016 12.22;08/08/2016 09.37;0;5.950,00;5.950,00;2;0;4.650,00;;;322;Turkish Airlines
06/08/2016 16.17;13/01/2017 13.29;3.694,48;25,52;3.720,00;2;2.950,41;0;1;;323;Finnair
06/08/2016 19.26;05/04/2017 13.10;14.885,00;5.324,17;20.209,17;5;11.873,89;0;1;62952;324;Jettime
07/08/2016 08.58;14/06/2017 10.37;11.378,68;1.025,40;12.404,08;3;5.949,60;1.025,40;1;63466;325;Primera Air Scandinavia A/S
07/08/2016 18.57;04/10/2016 12.14;0;17.860,00;17.860,00;4;0;13.940,00;;;326;Delta Air Lines Inc.
08/08/2016 17.56;;0;13.176,71;13.176,71;2;0;6.970,00;1;63130;328;Air France
08/08/2016 21.00;04/05/2017 11.41;0;10.588,65;10.588,65;3;0;6.975,00;1;64286;329;Ryan Air Service
09/08/2016 09.14;28/11/2016 10.31;0;7.517,04;7.517,04;2;0;4.650,00;;63131;330;Turkish Airlines
09/08/2016 14.43;21/11/2016 11.18;0;2.780,95;2.780,95;1;0;1.450,00;;63132;332;Norwegian Air Shuttle
09/08/2016 17.35;04/10/2016 15.03;0;11.900,00;11.900,00;4;0;9.300,00;;;333;SmartWings
09/08/2016 21.33;29/01/2018 17.16;9.058,94;0;9.058,94;2;4.650,00;0;1;63133;334;Onur Air
10/08/2016 19.20;08/06/2017 12.10;11.542,16;0;11.542,16;3;6.975,00;0;1;63134;336;Primera Air Scandinavia A/S
11/08/2016 09.29;19/12/2016 09.02;5.960,00;1.511,73;7.471,73;2;4.747,14;0;;63135;337;SAS
11/08/2016 10.19;23/11/2016 14.06;11.445,00;0;11.445,00;2;7.143,07;0;;62812;338;Air France
11/08/2016 10.44;07/03/2017 11.10;11.668,91;1.960,00;13.628,91;2;7.136,10;0;1;64287;339;British Airways
11/08/2016 12.02;19/09/2017 19.16;8.034,00;0;8.034,00;2;4.650,00;0;1;63136;340;Turkish Airlines
11/08/2016 16.09;04/10/2016 12.15;0;8.930,00;8.930,00;2;0;6.970,00;;;341;Delta Air Lines Inc.
11/08/2016 21.25;11/10/2016 09.51;5.558,76;21,24;5.580,00;3;4.441,26;0;;;342;Vueling Airlines
12/08/2016 09.25;15/08/2016 08.12;0;2.975,00;2.975,00;1;0;2.325,00;;;344;
12/08/2016 09.59;27/10/2016 10.49;0;7.494,69;7.494,69;2;0;4.650,00;;63262;345;Turkish Airlines
12/08/2016 10.04;06/10/2016 13.17;6.371,31;990;7.361,31;2;4.768,00;0;;63263;346;SAS
12/08/2016 10.28;04/10/2016 11.32;4.423,20;41,8;4.465,00;1;3.529,20;0;;;347;BRUSSELS AIRLINES
12/08/2016 10.31;04/09/2017 15.41;8.274,00;0,76;8.274,76;2;4.650,00;0;1;63264;348;Aegean Airlines S.A. - H.Q.
12/08/2016 17.24;07/10/2016 09.18;0;3.075,66;3.075,66;1;0;2.325,00;;63265;349;Pegasus Airlines
12/08/2016 22.05;;0;4.963,54;4.963,54;2;0;2.900,00;1;63266;350;EasyJet
13/08/2016 09.30;19/08/2016 08.46;7.440,00;0;7.440,00;4;5.950,00;0;;;351;Atlantic Airways
13/08/2016 10.04;15/11/2016 15.32;0;5.717,25;5.717,25;1;0;3.485,00;;63267;352;Wow Air
13/08/2016 11.38;;0;17.383,00;17.383,00;4;0;5.800,00;1;63268;353;Vueling Airlines
13/08/2016 13.21;28/11/2016 14.19;0;7.519,67;7.519,67;2;0;4.650,00;;63269;354;Primera Air Scandinavia A/S
13/08/2016 16.02;15/08/2016 09.58;0;0;0;3;0;;;;355;
14/08/2016 11.51;04/09/2017 15.42;11.255,00;0,15;11.255,15;3;6.975,00;0;1;63270;356;Aegean Airlines S.A. - H.Q.
15/08/2016 11.47;17/08/2016 08.19;0;0;0;3;0;;;;358;
15/08/2016 13.21;19/01/2017 13.07;3.673,00;3.222,90;6.895,90;2;2.481,00;977;;64543;359;Croatia Airlines
15/08/2016 20.04;17/08/2016 09.46;0;5.580,00;5.580,00;3;0;4.350,00;;;360;Pegasus Airlines
16/08/2016 08.20;07/10/2016 13.54;17.910,00;4.020,00;21.930,00;4;14.304,00;0;;63271;361;SAS
16/08/2016 09.50;22/08/2016 10.34;0;1.860,00;1.860,00;1;0;1.450,00;;;362;Atlantic Airways
16/08/2016 22.14;31/05/2017 09.57;0;7.531,50;7.531,50;2;0;4.650,00;;63341;364;Thomas Cook Airlines Scandinavia
16/08/2016 22.53;17/08/2016 08.28;0;0;0;1;0;;;;365;
17/08/2016 08.51;25/10/2016 15.30;0;35.820,00;35.820,00;8;0;27.880,00;;63272;366;Qatar Airways
17/08/2016 16.55;11/11/2016 09.43;6.030,00;1.030,00;7.060,00;1;3.571,54;0;1;62915;368;Norwegian Air Shuttle
17/08/2016 22.34;14/09/2016 14.53;1.860,00;0;1.860,00;1;1.487,50;0;;;369;British Airways
18/08/2016 09.15;11/10/2016 09.16;17.790,00;60;17.850,00;6;14.214,00;0;;;370;SAS
18/08/2016 14.19;26/10/2017 10.21;3.738,15;153,62;3.891,77;1;1.450,00;0;1;63465;371;Lufthansa
18/08/2016 14.28;07/10/2016 13.54;8.938,00;0;8.938,00;2;7.150,00;0;;;372;SAS
20/08/2016 22.13;11/11/2016 09.34;11.300,00;1.960,00;13.260,00;2;7.143,07;0;1;62911;373;Norwegian Air Shuttle
21/08/2016 12.14;22/08/2016 08.44;0;0;0;2;0;;;;374;
21/08/2016 14.18;28/10/2016 10.43;3.509,00;121;3.630,00;1;2.384,00;0;1;62910;375;Norwegian Air Shuttle
22/08/2016 10.07;25/08/2016 09.32;0;0;0;2;0;;;;376;
22/08/2016 14.42;20/04/2017 11.16;0;7.517,04;7.517,04;2;0;4.650,00;;63464;377;Primera Air Scandinavia A/S
23/08/2016 11.42;27/01/2017 15.44;9.004,20;990;9.994,20;2;4.761,02;0;1;63557;378;Norwegian Air Shuttle
23/08/2016 13.11;07/02/2017 15.01;4.607,61;3.068,51;7.676,12;1;2.380,10;0;1;63556;379;Primera Air Scandinavia A/S
23/08/2016 21.42;23/02/2017 13.24;11.452,66;6.250,66;17.703,32;3;7.152,00;0;1;63603;380;Norwegian Air Shuttle
24/08/2016 09.24;27/01/2017 15.44;4.012,64;496,02;4.508,66;1;2.380,45;0;1;63554;381;Norwegian Air Shuttle
24/08/2016 09.30;;0;3.720,00;3.720,00;2;0;2.900,00;1;64908;382;EasyJet
24/08/2016 14.46;25/08/2016 16.44;0;0;0;4;0;;;;383;
24/08/2016 20.00;19/10/2016 11.05;3.731,00;0;3.731,00;1;1.490,00;0;;;384;SAS
24/08/2016 20.08;01/03/2017 15.52;0;4.226,26;4.226,26;1;0;2.325,00;;64676;385;Norwegian Air Shuttle
24/08/2016 20.53;11/07/2017 13.29;8.449,00;173,52;8.622,52;2;4.650,00;0;1;65352;386;Thomas Cook Airlines Scandinavia
26/08/2016 08.40;13/01/2017 13.28;2.925,43;49,57;2.975,00;1;2.330,18;0;;;387;Norwegian Air Shuttle
28/08/2016 10.34;05/10/2016 11.13;5.970,00;0;5.970,00;2;4.768,00;0;;;388;SAS
28/08/2016 14.21;06/10/2016 11.27;0;4.565,00;4.565,00;1;0;3.485,00;;63551;389;Norwegian Air Shuttle
28/08/2016 15.40;15/09/2016 09.29;8.932,00;0;8.932,00;3;7.144,00;0;;;390;DAT Danish Air Transport
29/08/2016 09.05;05/10/2017 10.43;2.334,79;1.385,21;3.720,00;2;1.867,83;565,21;1;;391;SmartWings
29/08/2016 09.08;03/10/2017 10.38;2.334,79;2.130,21;4.465,00;1;1.867,83;1.150,21;1;;392;SmartWings
29/08/2016 09.26;05/04/2018 11.28;24.054,17;0;24.054,17;5;17.425,00;0;1;71441;393;Delta Air Lines Inc.
29/08/2016 11.33;15/02/2017 14.13;3.969,00;0;3.969,00;1;1.487,96;0;1;63852;394;Norwegian Air Shuttle
29/08/2016 18.15;08/09/2016 11.20;0;8.930,00;8.930,00;2;0;6.970,00;;;395;United Airways
30/08/2016 14.11;24/03/2017 13.58;0;26.015,47;26.015,47;8;0;18.600,00;1;63853;396;Ryan Air Service
31/08/2016 08.11;19/12/2016 10.31;0;4.465,00;4.465,00;1;0;3.485,00;;65953;397;Air Cairo
31/08/2016 11.52;18/05/2017 10.02;10.625,48;384,49;11.009,97;2;6.970,00;0;1;63854;398;Lufthansa
31/08/2016 17.17;17/02/2017 08.30;0;4.214,43;4.214,43;1;0;2.325,00;1;63855;399;Ryan Air Service
31/08/2016 22.36;03/01/2018 08.41;12.072,21;0;12.072,21;3;6.975,00;0;1;63856;400;Primera Air Scandinavia A/S
01/09/2016 07.51;27/01/2017 15.49;5.663,73;578,31;6.242,04;1;3.250,42;0;1;63857;401;Lufthansa
03/09/2016 10.57;;0;3.182,31;3.182,31;1;0;1.450,00;1;69899;405;BA CityFlyer
04/09/2016 13.12;03/05/2017 13.30;1.858,90;942,13;2.801,03;1;1.450,00;0;1;65353;406;Norwegian Air Shuttle
04/09/2016 21.21;08/06/2017 09.25;0;5.950,00;5.950,00;2;0;4.650,00;;;407;Thomas Cook Airlines Scandinavia
05/09/2016 11.06;05/12/2016 12.04;3.420,00;0;3.420,00;1;1.487,96;0;1;64298;408;Norwegian Air Shuttle
05/09/2016 12.13;13/01/2017 13.30;1.810,22;49,78;1.860,00;1;1.437,72;0;;;409;Norwegian Air Shuttle
05/09/2016 14.07;05/12/2016 12.04;3.420,00;0;3.420,00;1;1.487,96;0;1;64053;410;Norwegian Air Shuttle
06/09/2016 11.08;12/01/2017 10.23;3.456,00;0;3.456,00;1;1.488,13;0;1;64052;411;Norwegian Air Shuttle
06/09/2016 20.43;07/10/2016 11.08;0;5.950,00;5.950,00;2;0;4.650,00;;;412;Pegasus Airlines
06/09/2016 23.27;05/10/2016 11.13;3.730,00;0;3.730,00;2;2.980,00;0;;;413;SAS
07/09/2016 09.42;08/09/2016 08.20;0;0;0;1;0;;;;414;
07/09/2016 10.46;03/02/2017 11.18;12.928,70;4.685,73;17.614,43;4;7.214,27;2.085,73;1;64289;415;Primera Air Scandinavia A/S
07/09/2016 11.01;12/09/2018 08.49;10.311,75;50;10.361,75;2;4.650,00;0;1;64290;416;Vueling Airlines
07/09/2016 11.25;22/01/2018 11.31;8.765,66;0;8.765,66;3;4.350,00;0;1;64291;417;Lufthansa
07/09/2016 13.01;08/09/2016 14.03;0;5.580,00;5.580,00;3;0;4.350,00;;;418;Norwegian Air Shuttle
07/09/2016 13.01;05/12/2016 12.03;6.485,10;2.795,31;9.280,41;3;4.496,96;0;;64292;419;Norwegian Air Shuttle
07/09/2016 13.17;06/12/2017 10.28;6.485,20;3.095,86;9.581,06;4;4.985,89;0;;64910;420;Norwegian Air Shuttle
07/09/2016 17.29;14/12/2016 10.21;0;7.519,67;7.519,67;2;0;4.650,00;;64293;421;Primera Air Scandinavia A/S
07/09/2016 17.30;08/09/2016 08.50;0;0;0;1;0;;;;422;
07/09/2016 18.10;03/11/2016 12.49;0;9.049,72;9.049,72;2;0;6.970,00;;64544;423;Air China
10/09/2016 13.40;04/10/2016 15.27;1.840,55;19,45;1.860,00;1;1.468,05;0;;;424;Transavia Holland
12/09/2016 10.29;14/02/2018 09.53;5.551,63;459,96;6.011,59;1;3.485,00;0;1;64545;425;Lufthansa
12/09/2016 21.44;23/01/2017 09.59;0;5.716,26;5.716,26;1;0;3.485,00;;64546;426;Lufthansa
13/09/2016 14.31;28/02/2017 14.34;5.320,11;0;5.320,11;2;2.976,28;0;1;65181;427;Air Berlin
16/09/2016 12.47;08/11/2016 10.06;1.863,00;0;1.863,00;1;1.488,14;0;;;428;British Airways
16/09/2016 15.19;03/03/2017 09.53;0;10.537,39;10.537,39;3;0;6.975,00;1;64679;429;Vueling Airlines
17/09/2016 16.11;12/09/2018 08.51;13.633,32;50;13.683,32;3;6.975,00;0;1;64680;430;Vueling Airlines
18/09/2016 14.44;17/10/2017 12.55;0;38.591,66;38.591,66;12;0;27.900,00;1;64681;432;Air Berlin
18/09/2016 14.51;10/04/2017 10.17;0;7.519,67;7.519,67;2;0;4.650,00;;64682;433;Primera Air Scandinavia A/S
19/09/2016 18.17;30/03/2017 11.48;3.473,99;100,7;3.574,69;1;1.450,00;0;1;66089;434;Scandinavian Airlines System
19/09/2016 21.31;23/06/2017 08.14;40.888,09;61,8;40.949,89;12;28.570,80;61,8;1;65369;435;Primera Air Scandinavia A/S
20/09/2016 13.40;04/09/2018 11.12;23.053,00;0;23.053,00;6;13.950,00;0;1;63346;436;BH Airlines
20/09/2016 13.49;10/03/2017 13.01;1.865,00;1.332,59;3.197,59;1;1.488,45;0;1;64683;437;SAS
21/09/2016 13.50;10/01/2017 15.13;14.877,00;3.350,03;18.227,03;5;11.897,00;0;;66090;438;TUIfly
21/09/2016 21.31;13/01/2017 13.25;3.693,08;26,92;3.720,00;2;2.949,01;0;;;439;Vueling Airlines
22/09/2016 10.15;24/02/2017 13.15;5.124,24;410;5.534,24;1;1.490,00;0;1;64684;440;Norwegian Air Shuttle
23/09/2016 13.21;;0;4.207,86;4.207,86;1;0;2.325,00;1;64911;441;BRUSSELS AIRLINES
23/09/2016 16.21;03/01/2018 11.16;15.700,64;0;15.700,64;4;9.300,00;0;1;66091;442;Onur Air
23/09/2016 21.12;10/10/2016 09.32;0;1.860,00;1.860,00;1;0;1.450,00;;;443;Air Greenland
24/09/2016 12.21;29/05/2017 11.40;21.556,11;6;21.562,11;6;13.950,00;0;1;64856;444;Primera Air Scandinavia A/S
25/09/2016 17.41;12/06/2017 12.59;5.066,78;0;5.066,78;1;1.450,00;0;1;64912;445;Air Berlin
26/09/2016 09.57;04/04/2017 09.55;4.462,32;1.271,30;5.733,62;1;3.485,00;0;;66092;446;TAP Portugal
26/09/2016 10.15;13/12/2016 11.46;3.721,49;920;4.641,49;2;2.976,28;0;;64913;447;Norwegian Air Shuttle
26/09/2016 11.04;26/10/2016 09.27;4.465,00;0;4.465,00;1;3.571,00;0;;;448;Qatar Airways
26/09/2016 11.47;18/11/2016 13.42;3.721,46;0;3.721,46;2;2.976,28;0;;;449;Norwegian Air Shuttle
26/09/2016 14.56;27/09/2016 08.34;0;0;0;7;0;;;;451;
26/09/2016 15.14;23/01/2017 10.01;0;7.513,09;7.513,09;2;0;4.650,00;;64914;452;Lufthansa
26/09/2016 16.46;;0;10.521,61;10.521,61;3;0;6.975,00;1;64916;453;EasyJet
27/09/2016 15.29;04/11/2016 08.30;1.859,64;0,36;1.860,00;1;1.487,60;0;;;454;Norwegian Air Shuttle
27/09/2016 18.04;16/01/2017 08.09;7.600,00;1.300,00;8.900,00;2;4.753,49;0;1;64953;455;Norwegian Air Shuttle
28/09/2016 11.29;31/01/2017 11.13;3.420,00;410,18;3.830,18;1;1.488,14;0;1;64284;457;Lufthansa
28/09/2016 11.44;19/04/2017 13.12;2.950,02;220,78;3.170,80;1;2.325,00;0;;68371;458;Alitalia Express
29/09/2016 12.47;16/01/2017 08.09;11.310,00;1.960,00;13.270,00;2;7.136,24;0;1;64909;459;Norwegian Air Shuttle
29/09/2016 13.25;;0;5.950,00;5.950,00;2;0;4.650,00;1;63928;460;BH Airlines
29/09/2016 14.06;;0;3.720,00;3.720,00;2;0;2.900,00;1;64126;461;Bmi Regional
30/09/2016 15.40;13/08/2017 17.35;38.174,11;0;38.174,11;11;25.575,00;0;1;66061;462;Primera Air Scandinavia A/S
30/09/2016 16.16;13/01/2017 13.30;2.925,40;49,6;2.975,00;1;2.330,15;0;;;463;Norwegian Air Shuttle
03/10/2016 15.56;13/01/2017 12.01;1.835,53;524,77;2.360,30;1;1.460,54;0;;65935;464;EasyJet
04/10/2016 13.15;12/10/2016 09.21;0;0;0;1;0;;;;465;
04/10/2016 20.02;22/06/2017 12.11;0;2.797,33;2.797,33;1;0;1.450,00;;65954;466;Norwegian Air Shuttle
04/10/2016 20.09;23/02/2017 13.25;3.427,84;2.347,84;5.775,68;1;1.490,00;0;1;64851;467;Norwegian Air Shuttle
05/10/2016 14.21;23/08/2017 15.41;15.027,00;0;15.027,00;4;9.300,00;0;1;65017;468;Thomas Cook Airlines Scandinavia
05/10/2016 16.29;30/03/2017 11.48;11.900,00;3.012,68;14.912,68;4;9.300,00;0;;66689;469;Scandinavian Airlines System
08/10/2016 09.54;12/10/2016 09.37;0;0;0;2;0;;;;475;
09/10/2016 10.59;04/11/2016 08.30;8.927,00;0;8.927,00;3;7.141,24;0;;;476;DAT Danish Air Transport
09/10/2016 16.40;16/12/2016 10.35;0;5.950,00;5.950,00;2;0;4.650,00;;;477;Alitalia Express
09/10/2016 17.04;07/08/2017 12.03;8.580,74;0;8.580,74;2;4.650,00;0;1;66093;478;Primera Air Scandinavia A/S
10/10/2016 10.05;04/04/2017 11.11;0;10.634,80;10.634,80;2;0;6.970,00;;66094;479;Turkish Airlines
10/10/2016 10.19;02/11/2016 08.58;0;0;0;2;0;;;;480;
10/10/2016 14.33;13/10/2017 13.43;3.906,03;0;3.906,03;1;1.450,00;0;1;66095;482;Lufthansa
11/10/2016 14.05;02/03/2017 16.25;3.662,60;1.320,58;4.983,18;2;2.900,00;0;;66096;483;EasyJet
11/10/2016 18.16;01/11/2016 14.28;0;0;0;2;0;;;;484;
11/10/2016 19.04;04/11/2016 08.30;11.903,00;0;11.903,00;4;9.521,98;0;;;485;DAT Danish Air Transport
11/10/2016 19.12;;0;6.411,38;6.411,38;2;0;4.650,00;1;64728;486;Thomas Cook Airlines Scandinavia
12/10/2016 09.07;13/06/2017 15.55;8.775,00;0;8.775,00;2;4.650,00;0;1;65015;487;Thomas Cook Airlines Scandinavia
12/10/2016 15.47;;0;10.622,99;10.622,99;2;0;6.970,00;1;66097;488;British Airways
12/10/2016 15.47;17/10/2016 11.32;0;8.930,00;8.930,00;2;0;6.970,00;;;489;
12/10/2016 21.52;01/03/2017 09.36;8.940,00;2.038,00;10.978,00;3;7.140,00;0;;64915;490;DAT Danish Air Transport
13/10/2016 17.39;26/10/2016 10.58;0;8.930,00;8.930,00;2;0;6.970,00;;;491;Air France
16/10/2016 11.52;17/03/2017 14.31;4.985,99;28,37;5.014,36;2;2.900,00;0;;66098;492;Scandinavian Airlines System
16/10/2016 20.48;16/01/2017 12.49;3.718,00;2;3.720,00;2;2.973,93;0;;;493;Scandinavian Airlines System
17/10/2016 19.38;27/01/2017 15.44;1.835,91;1.210,00;3.045,91;1;1.468,73;0;;66099;494;Air Berlin
18/10/2016 02.57;18/11/2016 13.42;8.931,50;0;8.931,50;3;7.143,07;0;;;495;Norwegian Air Shuttle
19/10/2016 10.36;04/04/2017 09.56;1.836,51;1.010,50;2.847,01;1;1.464,47;0;;66100;496;Air Berlin
20/10/2016 13.43;;0;22.499,88;22.499,88;4;0;13.940,00;1;66484;497;Air Cario
21/10/2016 13.37;04/11/2016 08.16;0;0;0;1;0;;;;498;
24/10/2016 10.24;12/09/2018 08.52;13.372,76;50;13.422,76;3;6.975,00;0;1;66512;499;Vueling Airlines
24/10/2016 13.29;02/03/2017 15.40;17.841,00;1.984,42;19.825,42;4;13.940,00;0;;66690;500;Qatar Airways
24/10/2016 14.04;07/03/2017 14.59;17.840,00;167,26;18.007,26;4;13.940,00;0;;67280;501;British Airways
25/10/2016 15.36;04/04/2017 14.55;11.900,00;2.715,75;14.615,75;4;9.515,83;0;;65603;502;Scandinavian Airlines System
25/10/2016 23.27;31/05/2017 08.36;10.111,00;1.158,20;11.269,20;2;6.970,00;0;1;66513;503;Air Berlin
28/10/2016 14.19;13/01/2017 13.31;1.836,73;23,27;1.860,00;1;1.464,69;0;;;504;EasyJet
28/10/2016 18.29;19/06/2017 08.50;3.661,88;27,66;3.689,54;1;1.450,00;0;1;66514;505;Air Berlin
29/10/2016 10.37;23/03/2017 08.52;11.393,84;181,33;11.575,17;2;6.970,00;0;1;65667;506;Norwegian Air Shuttle
29/10/2016 15.58;27/12/2017 08.43;8.739,98;0;8.739,98;2;4.650,00;0;1;66515;507;Primera Air Scandinavia A/S
31/10/2016 09.33;21/03/2017 09.38;4.470,00;0;4.470,00;1;3.485,00;0;;;508;Air France
31/10/2016 12.29;06/04/2018 08.52;0;10.712,91;10.712,91;4;0;5.800,00;1;69028;509;Scandinavian Airlines System
31/10/2016 20.32;;0;12.874,12;12.874,12;4;0;9.300,00;1;65666;510;Thomas Cook Airlines Scandinavia
01/11/2016 15.12;27/01/2017 15.44;14.690,84;2.603,27;17.294,11;4;9.523,07;0;1;65355;511;Norwegian Air Shuttle
02/11/2016 18.23;25/04/2017 11.08;2.950,34;24,66;2.975,00;1;2.325,00;0;1;66088;512;Corendon Airlines
02/11/2016 21.51;24/05/2017 11.57;11.506,57;50,78;11.557,35;2;6.970,00;0;1;65985;513;British Airways
03/11/2016 17.22;13/06/2017 13.02;2.950,34;24,66;2.975,00;1;2.325,00;0;1;65279;514;Corendon Airlines
05/11/2016 11.14;;0;2.495,03;2.495,03;1;0;1.450,00;1;67281;515;Eurowings Aviation GmbH
05/11/2016 20.40;26/05/2017 08.49;5.622,90;0;5.622,90;1;2.325,00;0;1;66516;516;Norwegian Air Shuttle
06/11/2016 19.50;;0;3.720,00;3.720,00;2;0;2.900,00;1;65165;517;KLM Cityhopper
07/11/2016 05.41;10/11/2016 10.08;0;0;0;3;0;;;;518;
07/11/2016 10.21;08/11/2016 09.27;0;0;0;1;0;;;;519;
07/11/2016 10.54;17/02/2017 10.12;5.916,80;33,2;5.950,00;2;4.726,29;0;;;520;Corendon Airlines
07/11/2016 10.58;25/04/2017 11.08;2.949,54;25,46;2.975,00;1;2.325,00;0;1;65370;521;Corendon Airlines
07/11/2016 12.39;31/03/2017 09.43;5.916,76;33,24;5.950,00;2;4.650,00;0;1;65936;522;Corendon Airlines
07/11/2016 12.48;19/01/2017 12.06;0;2.975,00;2.975,00;1;0;2.325,00;;;523;EasyJet
07/11/2016 22.07;20/03/2017 15.08;5.917,04;32,96;5.950,00;2;4.650,00;0;1;66257;524;Corendon Airlines
08/11/2016 08.31;17/02/2017 10.23;2.948,40;1.881,51;4.829,91;1;2.346,84;0;;65955;525;Corendon Airlines
08/11/2016 10.57;08/12/2016 16.40;0;5.950,00;5.950,00;2;0;4.650,00;;;527;
08/11/2016 15.01;27/04/2017 08.56;2.950,34;24,66;2.975,00;1;2.325,00;0;1;65368;528;Corendon Airlines
08/11/2016 21.31;17/02/2017 10.19;2.948,56;26,44;2.975,00;1;2.353,31;0;;;529;Corendon Airlines
09/11/2016 09.29;;0;3.290,62;3.290,62;1;0;1.450,00;1;66517;530;Nordic Regional Airlines Oy
10/11/2016 08.24;24/11/2016 10.24;0;8.930,00;8.930,00;2;0;6.970,00;;;531;United Air Charters
10/11/2016 13.01;11/11/2016 08.27;0;0;0;1;0;;;;532;
10/11/2016 18.34;27/03/2017 10.12;18.327,20;138,03;18.465,23;8;11.600,00;0;;66275;533;Norwegian Air Shuttle
